Nombre Cliente;Genero;Pais;Precio USD;Unidades Vendidas;Fecha Venta;Familia de Productos;Año;Ventas
Tiffany Jones;No especificado;Mexico;411.5;4;1/01/2023;Smartphones;2023;1646
Angela Walsh;Femenino;USA;310.86;9;1/01/2023;Smartphones;2023;2797.74
Jonathan Riley;Masculino;España;192.98;10;1/01/2023;Consolas;2023;1929.8
Jonathan Watson;Masculino;Argentina;995.16;1;1/01/2023;Desktops;2023;995.16
James Webb;Femenino;USA;637.14;7;1/01/2023;Tablets;2023;4459.98
Gregory Rivera;No especificado;Mexico;246.97;8;1/01/2023;Cámaras;2023;1975.76
Clinton Lewis;No especificado;España;852.06;6;1/01/2023;Televisores;2023;5112.36
Crystal Spencer;No especificado;Alemania;347.85;1;1/01/2023;Televisores;2023;347.85
Robert Gallagher;No especificado;Francia;696.67;4;1/01/2023;Smartphones;2023;2786.68
Amanda Acosta;No especificado;Canada;563.28;3;1/01/2023;Cámaras;2023;1689.84
Lisa Gonzalez;Masculino;Canada;123.76;9;1/01/2023;Laptops;2023;1113.84
Norma Henry;Masculino;España;658.42;6;1/01/2023;Tablets;2023;3950.52
Chris Watson;No especificado;España;855.13;10;1/01/2023;Smartphones;2023;8551.3
Taylor Moore;Femenino;Francia;590.47;4;1/01/2023;Televisores;2023;2361.88
Aaron Reyes;Masculino;Canada;381.99;1;1/01/2023;Consolas;2023;381.99
Melissa Lara;No especificado;Brasil;72.9;10;1/01/2023;Smartphones;2023;729
Mary Garcia;No especificado;Brasil;554.49;10;1/01/2023;Desktops;2023;5544.9
Margaret Delacruz;Femenino;Colombia;352.66;3;1/01/2023;Laptops;2023;1057.98
Christine Lee;No especificado;Mexico;327.55;2;1/01/2023;Consolas;2023;655.1
Charles Young;No especificado;Alemania;642.59;4;1/01/2023;Consolas;2023;2570.36
Tina Hines;Masculino;Mexico;734.77;2;1/01/2023;Smartphones;2023;1469.54
Kristine Porter;Femenino;Brasil;369.95;8;1/01/2023;Televisores;2023;2959.6
Amanda Lin;Femenino;Brasil;731.4;2;1/01/2023;Cámaras;2023;1462.8
Robert Trujillo;Femenino;Canada;780.41;8;1/01/2023;Televisores;2023;6243.28
Daniel Edwards;Masculino;Alemania;674;2;1/01/2023;Consolas;2023;1348
Dustin Gordon;Femenino;Italia;63.58;9;1/01/2023;Televisores;2023;572.22
David Miller;Masculino;Canada;567.34;5;1/01/2023;Cámaras;2023;2836.7
Madeline Gilbert;Femenino;USA;236.05;2;1/01/2023;Desktops;2023;472.1
Steven Gardner;No especificado;Francia;412.56;10;1/01/2023;Cámaras;2023;4125.6
Kimberly Alvarez;Masculino;Canada;329.21;10;1/01/2023;Smartphones;2023;3292.1
Pamela Baker;No especificado;Mexico;938.01;6;1/01/2023;Televisores;2023;5628.06
Sean Cox;No especificado;Colombia;960.95;6;1/01/2023;Consolas;2023;5765.7
Maria Rodriguez;Masculino;Brasil;838.99;10;1/01/2023;Televisores;2023;8389.9
Jeremy Strickland;Masculino;Brasil;585.82;3;1/01/2023;Consolas;2023;1757.46
Jessica Zimmerman;Masculino;Mexico;766.95;6;1/01/2023;Consolas;2023;4601.7
Anthony Anderson DDS;No especificado;Brasil;163.13;1;1/01/2023;Consolas;2023;163.13
Heather White;Masculino;Italia;545.76;6;1/01/2023;Televisores;2023;3274.56
Christopher Mcdonald;Masculino;Alemania;98.26;6;1/01/2023;Cámaras;2023;589.56
Michael Newman;Masculino;Francia;616.72;2;1/01/2023;Televisores;2023;1233.44
John Barron;Femenino;Colombia;222.24;5;1/01/2023;Smartphones;2023;1111.2
George Carrillo;Masculino;Mexico;661.52;10;1/01/2023;Televisores;2023;6615.2
Alex Arnold;Femenino;USA;813.35;4;1/01/2023;Smartphones;2023;3253.4
Laura Pittman;Femenino;Brasil;435.15;9;1/01/2023;Desktops;2023;3916.35
Miss Jennifer Castro;Masculino;Mexico;497.34;9;1/01/2023;Laptops;2023;4476.06
Nicholas Wood;Femenino;Colombia;727.32;2;1/01/2023;Consolas;2023;1454.64
Jason Freeman;Masculino;Argentina;160.8;10;1/01/2023;Smartphones;2023;1608
Derrick Perez;Femenino;Canada;739.79;8;1/01/2023;Cámaras;2023;5918.32
Thomas Bridges;Masculino;Mexico;826.27;10;1/01/2023;Cámaras;2023;8262.7
Justin Rodriguez;Femenino;Francia;831.51;9;1/01/2023;Consolas;2023;7483.59
Shannon Flores;Masculino;Colombia;815.02;10;1/01/2023;Laptops;2023;8150.2
Jordan Mcintosh;Femenino;USA;876.99;9;1/01/2023;Consolas;2023;7892.91
Jonathan Harris;Masculino;Colombia;242.59;6;1/01/2023;Consolas;2023;1455.54
Mr. Justin Garcia;Femenino;Mexico;264.4;7;1/01/2023;Tablets;2023;1850.8
Sheena Parker;Masculino;Colombia;577.15;10;1/01/2023;Tablets;2023;5771.5
Zachary Frey;No especificado;Colombia;720.44;4;1/01/2023;Desktops;2023;2881.76
Samuel Beck;No especificado;Italia;831.42;8;1/01/2023;Desktops;2023;6651.36
Johnny Arnold;Masculino;Canada;684.46;9;1/01/2023;Desktops;2023;6160.14
Michelle Jones;No especificado;Italia;994.84;10;1/01/2023;Tablets;2023;9948.4
Amanda Kelley;No especificado;Argentina;999.48;10;1/01/2023;Smartphones;2023;9994.8
Kevin Brown;Masculino;Colombia;971.41;1;1/01/2023;Tablets;2023;971.41
Mackenzie Martinez;No especificado;Alemania;274.93;1;1/01/2023;Smartphones;2023;274.93
Kara Kim;Femenino;Francia;630.56;8;1/01/2023;Consolas;2023;5044.48
Katie Ingram;Femenino;Mexico;59.68;4;1/01/2023;Televisores;2023;238.72
Denise Long;Masculino;Mexico;537.51;1;1/01/2023;Cámaras;2023;537.51
Jessica Cook;Femenino;USA;121.4;5;1/01/2023;Laptops;2023;607
Mitchell Gonzalez;No especificado;Canada;431.83;3;1/01/2023;Smartphones;2023;1295.49
Ms. Veronica Bennett;Femenino;Brasil;957.66;5;1/01/2023;Televisores;2023;4788.3
Michelle Leon;No especificado;Mexico;420.69;10;1/01/2023;Tablets;2023;4206.9
Maria Martin;No especificado;Mexico;869.12;1;1/01/2023;Laptops;2023;869.12
Michael King;Femenino;Alemania;723.64;9;1/01/2023;Televisores;2023;6512.76
Benjamin Compton;Femenino;Argentina;917.89;9;1/01/2023;Cámaras;2023;8261.01
Paul Brandt;No especificado;Argentina;451.84;4;1/01/2023;Cámaras;2023;1807.36
Jacob Stevens;No especificado;Italia;108.73;8;1/01/2023;Cámaras;2023;869.84
Jason Jenkins;Masculino;USA;844.25;9;1/01/2023;Desktops;2023;7598.25
Krista Cole;Femenino;Alemania;406.76;4;1/01/2023;Laptops;2023;1627.04
Kara Simpson;No especificado;España;484.05;5;1/01/2023;Tablets;2023;2420.25
Joseph Flynn;Masculino;Argentina;93.94;7;1/01/2023;Televisores;2023;657.58
Julia Tran;Femenino;Brasil;674.84;1;1/01/2023;Cámaras;2023;674.84
Jennifer Young;No especificado;Canada;597.66;3;1/01/2023;Laptops;2023;1792.98
Janice Whitney;Femenino;Mexico;398.84;7;1/01/2023;Laptops;2023;2791.88
William Robles;No especificado;Brasil;51.2;8;1/01/2023;Smartphones;2023;409.6
John Mckinney;Femenino;Colombia;981.65;10;1/01/2023;Tablets;2023;9816.5
Angelica Andrews;Femenino;Brasil;507.7;10;1/01/2023;Cámaras;2023;5077
Andrew Lewis;Masculino;Alemania;817.03;7;1/01/2023;Smartphones;2023;5719.21
Brenda Gonzalez;Femenino;Brasil;869.83;3;1/01/2023;Smartphones;2023;2609.49
Susan Blanchard;Masculino;Colombia;817.98;3;1/01/2023;Desktops;2023;2453.94
Peter Byrd;No especificado;USA;400.43;10;1/01/2023;Smartphones;2023;4004.3
James Lawrence;Femenino;Argentina;148.77;9;1/01/2023;Consolas;2023;1338.93
Andrew Burns;Masculino;Argentina;123.14;4;1/01/2023;Consolas;2023;492.56
Dustin Chambers;Femenino;Argentina;256.89;8;1/01/2023;Desktops;2023;2055.12
Bryan Beltran;Masculino;USA;595.05;7;1/01/2023;Smartphones;2023;4165.35
Megan Bowen;No especificado;Mexico;461.36;6;1/01/2023;Cámaras;2023;2768.16
Jennifer Johnson;No especificado;Francia;817.37;8;1/01/2023;Consolas;2023;6538.96
Kristi Morales;Masculino;Argentina;143.39;2;1/01/2023;Tablets;2023;286.78
Alicia Flowers;Femenino;USA;766.62;7;1/01/2023;Tablets;2023;5366.34
Kathryn Smith;Masculino;España;824.69;9;1/01/2023;Smartphones;2023;7422.21
Michael Rowland;Masculino;Mexico;658.66;5;1/01/2023;Desktops;2023;3293.3
David Booker;No especificado;España;485.82;10;1/01/2023;Consolas;2023;4858.2
Marie Lin PhD;Masculino;Argentina;480.89;5;1/01/2023;Consolas;2023;2404.45
Timothy Booker;No especificado;Argentina;470.58;8;1/01/2023;Smartphones;2023;3764.64
Kirk Peterson;No especificado;Brasil;916.82;10;1/01/2023;Smartphones;2023;9168.2
Ashley Smith;Masculino;Francia;926.4;2;1/01/2023;Tablets;2023;1852.8
Sally Salazar;Masculino;Italia;715.08;5;1/01/2023;Consolas;2023;3575.4
Maria Martinez;Femenino;España;820.96;9;1/01/2023;Televisores;2023;7388.64
David Gross;No especificado;Argentina;655.31;3;1/01/2023;Smartphones;2023;1965.93
Janet Ferguson;No especificado;Colombia;977.82;3;1/01/2023;Televisores;2023;2933.46
Anna Mcdaniel;Femenino;Brasil;397.69;6;1/01/2023;Consolas;2023;2386.14
Christopher Howe;Masculino;España;421.91;1;1/01/2023;Consolas;2023;421.91
Kathryn Harris;Femenino;USA;619.33;1;1/01/2023;Consolas;2023;619.33
Brandon Armstrong;Masculino;Brasil;971.15;9;1/01/2023;Consolas;2023;8740.35
Lindsey Farley;No especificado;Mexico;661.36;5;1/01/2023;Laptops;2023;3306.8
Tara Lawrence;Femenino;Francia;880.65;4;1/01/2023;Cámaras;2023;3522.6
Melody Johnson;No especificado;USA;612.98;3;1/01/2023;Smartphones;2023;1838.94
Rachel Brewer;No especificado;Francia;661.61;9;1/01/2023;Laptops;2023;5954.49
Monica Reynolds;Masculino;España;140.38;2;1/01/2023;Laptops;2023;280.76
Stephanie Henderson;No especificado;Alemania;187.16;6;1/01/2023;Desktops;2023;1122.96
Julia Smith;No especificado;Brasil;351.9;1;1/01/2023;Smartphones;2023;351.9
Crystal Gross;Femenino;Mexico;361.08;6;1/01/2023;Smartphones;2023;2166.48
Robin Strickland;No especificado;Francia;271.47;9;1/01/2023;Tablets;2023;2443.23
Terri Nguyen;Masculino;Francia;62.62;10;1/01/2023;Tablets;2023;626.2
Samantha Davis;No especificado;Colombia;537.46;1;1/02/2023;Tablets;2023;537.46
Derek West;Femenino;Alemania;306.54;10;1/02/2023;Tablets;2023;3065.4
Carla Diaz;Masculino;USA;588.24;4;1/02/2023;Consolas;2023;2352.96
Amy Henry;No especificado;USA;396.45;7;1/02/2023;Cámaras;2023;2775.15
Frank Brooks;No especificado;Mexico;927.38;4;1/02/2023;Desktops;2023;3709.52
Brandon Smith;No especificado;USA;169.41;4;1/02/2023;Laptops;2023;677.64
Angela Roy;Femenino;Brasil;675.28;5;1/02/2023;Cámaras;2023;3376.4
Penny Arnold;No especificado;Alemania;472.03;10;1/02/2023;Televisores;2023;4720.3
Krystal Harris;Masculino;Mexico;440.75;4;1/02/2023;Smartphones;2023;1763
Jennifer Solomon;No especificado;Brasil;515.31;8;1/02/2023;Laptops;2023;4122.48
Allison Murphy;No especificado;Italia;233.84;8;1/02/2023;Laptops;2023;1870.72
Patricia Beasley;Masculino;Argentina;731.83;9;1/02/2023;Laptops;2023;6586.47
Robert Webb;Masculino;España;433.68;6;1/02/2023;Tablets;2023;2602.08
Kristine Anderson;Masculino;Alemania;258.67;7;1/02/2023;Televisores;2023;1810.69
Michael Rogers;Masculino;Italia;961.12;7;1/02/2023;Tablets;2023;6727.84
Julia Wong;Femenino;USA;338.62;7;1/02/2023;Tablets;2023;2370.34
John Rivera;No especificado;Italia;110.2;3;1/02/2023;Consolas;2023;330.6
Steven Williams;Masculino;Italia;133.51;9;1/02/2023;Tablets;2023;1201.59
Jonathan Walker;No especificado;Brasil;973.34;2;1/02/2023;Televisores;2023;1946.68
Vincent Russell;Femenino;Colombia;165.01;9;1/02/2023;Cámaras;2023;1485.09
Lisa Flores;Masculino;Mexico;199.75;10;1/02/2023;Desktops;2023;1997.5
Michael Holland;No especificado;Alemania;823.42;1;1/02/2023;Laptops;2023;823.42
Brooke Miller;Masculino;USA;470.86;4;1/02/2023;Desktops;2023;1883.44
Peter Matthews;Masculino;Argentina;583.24;9;1/02/2023;Desktops;2023;5249.16
Henry Rhodes;No especificado;España;72.12;10;1/02/2023;Laptops;2023;721.2
Robert Martinez;Femenino;Francia;381.64;7;1/02/2023;Tablets;2023;2671.48
David Rivera;No especificado;Brasil;302.06;1;1/02/2023;Desktops;2023;302.06
Mary Jensen;Masculino;España;995.11;2;1/02/2023;Desktops;2023;1990.22
Maria Sanchez;No especificado;Canada;193.92;10;1/02/2023;Smartphones;2023;1939.2
Kristina Bennett;No especificado;USA;856.66;3;1/02/2023;Smartphones;2023;2569.98
Kevin Nelson;No especificado;Francia;714.02;4;1/02/2023;Desktops;2023;2856.08
Edward Jones;Masculino;Brasil;541.01;7;1/02/2023;Laptops;2023;3787.07
Jacob Henderson;No especificado;España;759.5;3;1/02/2023;Smartphones;2023;2278.5
Tina Lucas;No especificado;Italia;604.13;5;1/02/2023;Consolas;2023;3020.65
Bryan Conley;No especificado;España;249.01;9;1/02/2023;Laptops;2023;2241.09
Tony Miller;Femenino;Argentina;603.06;2;1/02/2023;Laptops;2023;1206.12
Michael Collins;Femenino;Colombia;231.3;9;1/02/2023;Laptops;2023;2081.7
Joseph Espinoza;Femenino;Brasil;810.34;10;1/02/2023;Desktops;2023;8103.4
Steven Garcia;Femenino;Italia;951.3;7;1/02/2023;Cámaras;2023;6659.1
Brent Fuller;Femenino;España;956.94;1;1/02/2023;Cámaras;2023;956.94
Elizabeth Hess;Masculino;Italia;667.33;10;1/02/2023;Desktops;2023;6673.3
Elijah Martin;Masculino;Brasil;733.42;5;1/02/2023;Desktops;2023;3667.1
Angela Williams;Masculino;Argentina;999.23;9;1/02/2023;Desktops;2023;8993.07
Kimberly Graham;Femenino;Colombia;874.08;2;1/02/2023;Smartphones;2023;1748.16
Katrina Jones;Masculino;Brasil;348.75;9;1/02/2023;Desktops;2023;3138.75
Xavier Love;Femenino;Argentina;434.56;3;1/02/2023;Smartphones;2023;1303.68
Barbara Graves;Masculino;Mexico;806.45;7;1/02/2023;Laptops;2023;5645.15
Michael Gonzalez;Femenino;Mexico;164.4;9;1/02/2023;Tablets;2023;1479.6
Melinda Carney;Femenino;España;965.24;10;1/02/2023;Tablets;2023;9652.4
Mary Stanley;Femenino;Francia;747.62;2;1/02/2023;Consolas;2023;1495.24
Jennifer Morgan;No especificado;Alemania;298.11;6;1/02/2023;Tablets;2023;1788.66
Marcus Munoz;Femenino;Italia;174.19;9;1/02/2023;Consolas;2023;1567.71
Alex Griffith;No especificado;Alemania;685.54;9;1/02/2023;Televisores;2023;6169.86
Alexander Coleman;Femenino;Francia;277.74;5;1/02/2023;Laptops;2023;1388.7
Christopher Hansen;Masculino;España;651.86;6;1/02/2023;Laptops;2023;3911.16
Allison Cannon;Femenino;Alemania;498.16;7;1/02/2023;Laptops;2023;3487.12
Mark Bradshaw;Femenino;Alemania;944.58;1;1/02/2023;Consolas;2023;944.58
Adam Hernandez;Masculino;USA;158.37;3;1/02/2023;Laptops;2023;475.11
Jordan Bailey;No especificado;USA;260.32;3;1/02/2023;Smartphones;2023;780.96
Madison Allen;Femenino;Mexico;420.87;8;1/02/2023;Televisores;2023;3366.96
Sandra Rodriguez;Masculino;Mexico;926.31;9;1/02/2023;Desktops;2023;8336.79
Kristen Harris;No especificado;Francia;817.67;6;1/02/2023;Consolas;2023;4906.02
Lori Torres;Femenino;Francia;693.93;8;1/02/2023;Cámaras;2023;5551.44
Brian Carter;No especificado;Argentina;429.69;4;1/02/2023;Laptops;2023;1718.76
Amy Vega;Masculino;Italia;377.66;5;1/02/2023;Cámaras;2023;1888.3
Mr. Victor Kane MD;Femenino;Francia;967.67;8;1/02/2023;Smartphones;2023;7741.36
Vicki Farmer;Masculino;USA;783.98;10;1/02/2023;Desktops;2023;7839.8
Cameron Perez;No especificado;Canada;227.71;1;1/02/2023;Laptops;2023;227.71
Heather Larson;Masculino;Italia;978.83;2;1/02/2023;Consolas;2023;1957.66
Evelyn Barber DVM;Femenino;Canada;291.15;9;1/02/2023;Smartphones;2023;2620.35
Kimberly Greene;Femenino;Italia;154.16;3;1/02/2023;Consolas;2023;462.48
Tracy Hammond;Femenino;Canada;719.82;4;1/02/2023;Televisores;2023;2879.28
Dan Barr;No especificado;Mexico;506.9;7;1/02/2023;Desktops;2023;3548.3
Alexandria Warren;Femenino;Argentina;995.07;2;1/02/2023;Smartphones;2023;1990.14
Mark Ortega;No especificado;USA;410.82;2;1/02/2023;Desktops;2023;821.64
Mathew Johnson;No especificado;Argentina;246.19;1;1/02/2023;Desktops;2023;246.19
Daniel White;Masculino;Argentina;326.12;6;1/02/2023;Smartphones;2023;1956.72
Nathaniel Roth;No especificado;Canada;873.14;2;1/02/2023;Cámaras;2023;1746.28
Kayla Mcknight;Masculino;Francia;928.77;7;1/02/2023;Desktops;2023;6501.39
Timothy Good;No especificado;España;755.48;2;1/02/2023;Cámaras;2023;1510.96
Brian Durham;Femenino;USA;679.1;2;1/02/2023;Desktops;2023;1358.2
Mr. Matthew Alvarez;Masculino;Brasil;994.44;6;1/02/2023;Desktops;2023;5966.64
Brandon Humphrey;Femenino;Colombia;431.63;7;1/02/2023;Desktops;2023;3021.41
Ryan Kim;Masculino;Francia;589.92;8;1/02/2023;Consolas;2023;4719.36
Jon Baldwin;Femenino;Alemania;899.33;2;1/02/2023;Tablets;2023;1798.66
Benjamin Dunlap;Femenino;España;870.14;8;1/02/2023;Cámaras;2023;6961.12
John Washington;Femenino;Alemania;785.55;5;1/02/2023;Laptops;2023;3927.75
Cynthia Avila;No especificado;Argentina;655.41;7;1/02/2023;Desktops;2023;4587.87
Ashley Russell;No especificado;USA;117.14;5;1/02/2023;Cámaras;2023;585.7
Robert Greene;Femenino;Mexico;607.56;8;1/02/2023;Tablets;2023;4860.48
Jamie Gilbert;Femenino;Mexico;397.18;6;1/02/2023;Tablets;2023;2383.08
Christopher Morris;Masculino;Canada;746.71;3;1/02/2023;Tablets;2023;2240.13
Michael Austin;Masculino;Canada;978.44;7;1/02/2023;Consolas;2023;6849.08
Rhonda Ellis;Femenino;Colombia;700.79;7;1/02/2023;Cámaras;2023;4905.53
Cynthia Johnson;No especificado;España;940.8;10;1/02/2023;Laptops;2023;9408
Wendy Johnson;Femenino;Brasil;448.84;8;1/02/2023;Smartphones;2023;3590.72
Brian Allen;Femenino;Italia;73.82;8;1/02/2023;Cámaras;2023;590.56
Seth Gray;No especificado;Canada;513.63;10;1/02/2023;Cámaras;2023;5136.3
Christopher Richardson;Masculino;USA;421.19;4;1/02/2023;Smartphones;2023;1684.76
William Davis;No especificado;Italia;101.07;5;1/02/2023;Laptops;2023;505.35
Kelly Montgomery;No especificado;Argentina;579.32;4;1/02/2023;Consolas;2023;2317.28
Jennifer Rodriguez;No especificado;Italia;798.26;1;1/02/2023;Cámaras;2023;798.26
Ms. Stephanie Rush;Masculino;Brasil;360.01;1;1/02/2023;Smartphones;2023;360.01
Phillip Scott;Femenino;USA;755.09;2;1/02/2023;Desktops;2023;1510.18
Jennifer Mccullough;Masculino;Brasil;397.85;10;1/02/2023;Smartphones;2023;3978.5
Kimberly Robinson;No especificado;Francia;191.43;6;1/02/2023;Smartphones;2023;1148.58
Laurie Cook;Femenino;USA;91.81;9;1/02/2023;Televisores;2023;826.29
Roy Green;No especificado;España;497.16;1;1/02/2023;Cámaras;2023;497.16
Sean Barnes;Femenino;Mexico;750.64;7;1/02/2023;Televisores;2023;5254.48
Stacy Galloway;Femenino;Argentina;487.06;7;1/02/2023;Televisores;2023;3409.42
Erik Dudley;Masculino;Alemania;695.61;6;1/02/2023;Tablets;2023;4173.66
Christopher Holland;Masculino;Brasil;985.97;4;1/02/2023;Smartphones;2023;3943.88
Joseph Johnson;Masculino;Francia;325.74;10;1/02/2023;Laptops;2023;3257.4
Nicholas Fuller;Masculino;Alemania;988.72;1;1/02/2023;Smartphones;2023;988.72
Michael Sanders;Femenino;Brasil;150.29;2;1/02/2023;Desktops;2023;300.58
Jeremy Jefferson;No especificado;España;386.25;9;1/02/2023;Smartphones;2023;3476.25
Michele Olson;Femenino;Argentina;606.12;9;1/02/2023;Laptops;2023;5455.08
Jacqueline Cook;Masculino;Canada;364.11;1;1/02/2023;Smartphones;2023;364.11
Ashley Martin;No especificado;USA;343.93;4;1/02/2023;Smartphones;2023;1375.72
James Martin;Masculino;Mexico;354.21;6;1/02/2023;Desktops;2023;2125.26
Brian Jackson;Masculino;Italia;505.87;8;1/02/2023;Tablets;2023;4046.96
Jonathon Wheeler;No especificado;Mexico;997.7;8;1/02/2023;Cámaras;2023;7981.6
Lance Johnson PhD;No especificado;Canada;487.62;9;1/02/2023;Consolas;2023;4388.58
Daniel Gibson;Femenino;Brasil;561.62;1;1/02/2023;Laptops;2023;561.62
Nicole Vaughan;Masculino;Argentina;122.76;5;1/02/2023;Smartphones;2023;613.8
Cody Little;Masculino;Alemania;256.36;4;1/02/2023;Televisores;2023;1025.44
John Jefferson;Masculino;Mexico;136.21;6;1/02/2023;Televisores;2023;817.26
John Calderon;Femenino;Mexico;91.54;4;1/02/2023;Laptops;2023;366.16
Logan Roberts;Masculino;Alemania;309.22;5;1/02/2023;Cámaras;2023;1546.1
Wayne Knox;No especificado;USA;430.76;7;1/02/2023;Tablets;2023;3015.32
Kimberly Gould;No especificado;Argentina;968.4;9;1/02/2023;Cámaras;2023;8715.6
Jonathan Delgado;Femenino;Mexico;517.58;1;1/02/2023;Smartphones;2023;517.58
Kathy Clark;No especificado;Italia;62.53;9;1/02/2023;Consolas;2023;562.77
Amber Cowan;No especificado;Mexico;596.73;7;1/02/2023;Cámaras;2023;4177.11
Mark Ward;Femenino;Italia;766.84;3;1/02/2023;Smartphones;2023;2300.52
Marcus Wang;No especificado;España;174.56;5;1/02/2023;Smartphones;2023;872.8
Jason Hendricks;Femenino;Brasil;366.72;6;1/02/2023;Desktops;2023;2200.32
Yesenia Massey;Masculino;España;162.09;1;1/02/2023;Consolas;2023;162.09
Jay Simon;Masculino;Francia;781.03;1;1/02/2023;Smartphones;2023;781.03
Kenneth Williams;Masculino;USA;122.64;3;1/02/2023;Desktops;2023;367.92
Jessica Villanueva;Masculino;USA;628.32;8;1/02/2023;Desktops;2023;5026.56
Jeff Kelly MD;No especificado;Argentina;820.49;2;1/02/2023;Smartphones;2023;1640.98
Russell Andrews;Masculino;Colombia;443.52;10;1/02/2023;Desktops;2023;4435.2
Denise Chen;Femenino;Mexico;68.83;3;1/02/2023;Televisores;2023;206.49
Christopher Mercer;No especificado;Italia;502.67;2;1/02/2023;Tablets;2023;1005.34
Julie Alvarez;Masculino;Mexico;310.42;5;1/02/2023;Desktops;2023;1552.1
Joshua King;No especificado;Alemania;439.51;7;1/02/2023;Smartphones;2023;3076.57
Rickey Turner;Femenino;Italia;789.97;3;1/02/2023;Televisores;2023;2369.91
James Meadows;Masculino;Mexico;282.44;10;1/02/2023;Cámaras;2023;2824.4
Philip Ellis;Femenino;Italia;418.59;6;1/02/2023;Consolas;2023;2511.54
Ricky Walker;Femenino;Canada;634.25;8;1/02/2023;Laptops;2023;5074
Kenneth Mccullough;Masculino;España;412.86;6;1/02/2023;Desktops;2023;2477.16
Anita Long;No especificado;USA;596.81;6;1/02/2023;Smartphones;2023;3580.86
Jacob Saunders;Masculino;Canada;830.91;3;1/02/2023;Cámaras;2023;2492.73
Terri Donovan;Masculino;USA;416.82;10;1/02/2023;Smartphones;2023;4168.2
Christopher Wilkinson;No especificado;Argentina;395.61;1;1/02/2023;Smartphones;2023;395.61
Anna Griffin;No especificado;Argentina;972.89;7;1/02/2023;Consolas;2023;6810.23
Tyler Webb Jr.;Masculino;Colombia;320.03;6;1/02/2023;Desktops;2023;1920.18
Sandra Bowman;Femenino;Italia;529.73;10;1/02/2023;Desktops;2023;5297.3
Debbie Martin;Masculino;Canada;955.52;3;1/02/2023;Cámaras;2023;2866.56
Chelsea Williams;Femenino;Alemania;264.15;9;1/02/2023;Desktops;2023;2377.35
Daniel Reed;Masculino;Francia;865.54;10;1/02/2023;Laptops;2023;8655.4
